Categoria,Identificador,Nombre,Latitud,Longitud,Domicilio,CD ORIGEN,Turnos,RUTA,FORMATO,DIAS SUGERIDO,VIAJES,TRANSPORTE
Express - AMBA,352,352 - Proxi Rodriguez Pena 1183,-34.595339,"-58,3919397",RODRIGUEZ PENA 1185,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,354,354 - Proxi Parana 1053,-34.596384,"-58,3884609",PARANA 1053,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,355,355 - Proxi Pueyrredon 1054,-34.598064,"-58,4036717",PUEYRREDON 1054,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,357,357 - Proxi Sarmiento 1592,-34.605587,"-58,3892737",SARMIENTO 1592,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,360,360 - Proxi Los Incas 5174,-34.586157,"-58,481427",AV. LOS INCAS 5174,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,361,361 - Proxi Moldes 1718,-34.567225,"-58,4564441",MOLDES 1718,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,362,362 - Proxi Directorio 1069,-34.629147,"-58,4424055",DIRECTORIO 1063,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,363,363 - Proxi Independencia 1833,-34.618023,"-58,3925378",INDEPENDENCIA 1833,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXJV,,
Express - AMBA,364,364 - Proxi Ciudad de la Paz 353,-34.574191,"-58,4419549",CIUDAD DE LA PAZ 353,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,365,365 - Proxi Nazca 1944,-34.61216,"-58,4808254",NAZCA 1944,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,367,367 - Proxi Estado de Israel 4309,-34.598009,"-58,4272403",ESTADO DE ISRAEL 4309,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,368,368 - Proxi Cuba 2919,-34.553014,"-58,4619283",CUBA 2919,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,369,369 - Proxi Caseros 2864,-34.636822,"-58,4029461",CASEROS 2864,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,370,370 - Proxi Juan B. Alberdi 371,-34.622826,"-58,4327978",JUAN B. ALBERDI 371,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,371,371 - Proxi Olazabal 5483,-34.578979,"-58,4902024",OLAZABAL 5483,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,373,373 - Proxi 11 de Septiembre 3910,-34.543403,"-58,4633911",11 de septiembre 3910,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,374,374 - Proxi Av. Romulo Naon 2401,-34.56753,"-58,4726554",AV. ROMULO NAON 2401,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXVS,,
Express - AMBA,375,375 - Proxi Esmerlda 428,-34.603186,"-58,3780449",ESMERALDA 428,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,LXV,,
Express - AMBA,376,376 - Proxi Jonte 3709,-34.613767,"-58,4936464",JONTE 3709,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
Express - AMBA,378,378 - Proxi Billinghurst 1872-6,-34.589172,"-58,4090495",BILLINGHURST 1872 - 1876,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,380,380 - Proxi Otamendi 454,-34.611537,"-58,4334308",OTAMENDI 494,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,391,391 - Proxi Cabildo 2865,-34.555328,"-58,462522",CABILDO 2865,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,392,392 - Proxi J. L. Borges 2463-65,-34.582227,"-58,4215057",J. L. BORGES 2463-65,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,394,394 - Proxi Santa Fe 4489-91,-34.579487,"-58,4239063",AV. SANTA FE 448991,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,395,395 - Proxi Federico Lacroze 4106,-34.5859,"-58,4546739",FEDERICO LACROZE 4106,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJS,,
Express - AMBA,396,396 - Proxi San Martin 2289,-34.604027,"-58,4592497",SAN MARTIN 2289,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,397,397 - Proxi Corrientes 5980,-34.593663,"-58,4455437",CORRIENTES 5980,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJS,,
Express - AMBA,398,398 - Proxi Av. Rivadavia 9436,-34.637198,"-58,4972727",AV. RIVADAVIA 9436,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,400,400 - Proxi Centenera 177,-34.621749,"-58,4410965",CENTENERA 177,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXJ,,
Express - AMBA,402,402 - Proxi Av. Corrientes 1974,-34.604447,"-58,3945978",AV. CORRIENTES 1974,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,403,403 - Proxi Av Santa Fe 5052,-34.577002,"-58,4307942",AV SANTA FE 5052,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,404,404 - Proxi Medrano 686,-34.602217,"-58,4206957",MEDRANO 686,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,406,406 - Proxi Salta 1637-39,-34.627602,"-58,3830133",SALTA 163739,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,408,408 - Proxi Peru 916,-34.619122,"-58,3743632",PERU 916,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,409,409 - Proxi Gaona 3567,-34.620861,"-58,4749246",GAONA 3567,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,410,410 - Proxi Tucuman 2173,-34.602164,"-58,3977628",TUCUMAN 2173,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,411,411 - Proxi Av. E. Peron 3479,-34.644904,"-58,4648824",AV. E. PERON 3479,E.Echeverria,segunda_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,MJS,,
Express - AMBA,412,412 - Proxi Av. Caseros 3535,-34.638707,"-58,4151328",AV. CASEROS 3535,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,413,413 - Proxi Venezuela 4086,-34.617798,"-58,4221065",VENEZUELA 4086,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,415,415 - Proxi Av. San Juan 4351,-34.626799,"-58,4261727",AV. SAN JUAN 4351,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,416,416 - Proxi Av. Almafuerte 880,-34.647764,"-58,415629",AV. ALMAFUERTE 880,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,417,417 - Proxi F. Cayetano 464,-34.62411,"-58,4649843",F. CAYETANO 464,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,418,418 - Proxi Carlos Calvo 1826,-34.620261,"-58,3924238",CARLOS CALVO 1826,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,419,419 - Proxi Olavarria 469,-34.636421,"-58,3590531",OLAVARRIA 469,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,LXV,,
Express - AMBA,420,420 - Proxi Av. Gaona 1384,-34.608884,"-58,4488374",AV. GAONA 1384,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,421,421 - Proxi Av. Belgrano 3447,-34.615586,"-58,4148538",AV. BELGRANO 3447,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,422,422 - Proxi Murature 2169 V.Fiorito,-34.706331,"-58,4386396",MURATURE 2169,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,423,423 - Proxi Av. Castanares 4854,-34.666776,"-58,4727949",AV. CASTANARES 4854,E.Echeverria,segunda_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LXV,,
Express - AMBA,424,424 - Proxi Mitre 226 Lujan,-34.565781,"-59,1191161",MITRE 226,Malvinas,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,MXJS,,
Express - AMBA,425,425 - J.M. de Rosas 2533 J.L.S.,-34.531087,"-58,5755932",J.M.DE ROSAS 2553,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LXJV,,
Express - AMBA,426,426 - Proxi Montaneses 2067,-34.557891,"-58,4484673",MONTANESES 2067,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,427,427 - Proxi Rivadavia 16051 Haedo,-34.644904,"-58,5899591",AV. RIVADAVIA 16051,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJ,,
Express - AMBA,428,428 - Proxi Rosario N?4558Sordeaux,-34.502666,"-58,6687303",ROSARIO 4558,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,LXV,,
Express - AMBA,429,429 - Proxi Indep. 4731 V.Ballester,-34.550888,"-58,5543609",INDEPENDENCIA 4731,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJ,,
Express - AMBA,430,430 - Proxi carrillo 2170 S.Martin,-34.575958,"-58,5383856",CARRILLO 2170,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,MJV,,
Express - AMBA,431,431 - Proxi Av.Peron 3283 Victoria,-34.453661,"-58,5383105",AV.PERON 3283,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LXJ,,
Express - AMBA,433,433 - Proxi Madero 1050 -R26 D.Viso,-34.449786,"-58,7970901",MADERO 1050 - RUTA 26,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,MXJV,,
Express - AMBA,435,435 - Proxi Ruta 26 162 Savio,-34.408795,"-58,7719417",RUTA 26 162,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,LXV,,
Express - AMBA,436,436 - Proxi Parana 6543 V. Adelina,-34.52604,"-58,5489965",PARANA 6543,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJV,,
Express - AMBA,437,437 - Proxi Centenario 1890 Beccar,-34.461525,"-58,5269165",CENTENARIO 1890,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LXJ,,
Express - AMBA,438,438 - Proxi 25 Mayo 2650Polvorines,-34.5002,"-58,6949033",25 DE mayo 2650,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,LMJV,,
Express - AMBA,439,439 - Proxi G. Arias 2420 Castelar,-34.650994,"-58,6430991",GOB. ARIAS 2420,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LMJ,,
Express - AMBA,440,440 - Proxi Av. Cazon 1336 Tigre,-34.424917,"-58,5780984",AV. CAZON 1336,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LXJ,,
Express - AMBA,441,441 - Proxi V. Sarfield 4690 Munro,-34.530389,"-58,524127",VELEZ SARFIELD 4690,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LMJV,,
Express - AMBA,442,442 - Proxi Sarmiento 837 Moron,-34.647935,"-58,6201647",SARMIENTO 837,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LMV,,
Express - AMBA,443,443 - Proxi Los Tilos 711 Don Bosco,-34.695217,"-58,2989073",LOS TILOS 711,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXJV,,
Express - AMBA,444,444 - Proxi Belgrano 6498Varela,-34.780888,"-58,2635236",C.GENERAL BELGRANO SN,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LMJV,,
Express - AMBA,445,445 - Proxi Av.Arana 231 V. Elisa,-34.851372,"-58,0773997",AV.ARANA 231,E.Echeverria,segunda_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LMJV,,
Express - AMBA,446,446 - Proxi E. Peron 4461M.Chingolo,-34.729137,"-58,3531416",EVA PERON 4461,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,MXJV,,
Express - AMBA,447,447 - Proxi D`Elia 1649V Industrial,-34.690877,"-58,4081376",CNEL D`ELIA 1649,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,MJV,,
Express - AMBA,448,448 - Proxi C.Pellegrini 844Burzaco,-34.82543,"-58,3899951",CARLOS PELLEGRINI 844,E.Echeverria,segunda_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,LXJV,,
Express - AMBA,449,449 - Proxi Sallares 151 F.Varela,-34.807866,"-58,2754648",SALLARES 151,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LMJV,,
Express - AMBA,450,450 - Proxi Bolivar 1343 Longchamps,-34.859119,"-58,3855104",BOLIVAR 1343,E.Echeverria,segunda_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,LXJV,,
Express - AMBA,451,451 - Proxi Guatambu 12 Guatambu,-34.815662,"-58,4276426",GUATAMBU 12,E.Echeverria,primera_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,LXV,,
Express - AMBA,452,452 - Proxi Centenario 5331Ezpeleta,-34.753425,"-58,2385254",AV. CENTENARIO 5331,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,453,453 - Proxi M. Rodriguez 1399 Lanus,-34.734974,"-58,4331894",MARTIN RODRIGUEZ 1399,E.Echeverria,segunda_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,MJV,,
Express - AMBA,454,454 - Proxi Mitre 573 Quilmes 2,-34.720689,"-58,2546079",MITRE 573,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LMJV,,
Express - AMBA,455,455 - Proxi Av. Yrigoyen 2323 Gerli,-34.684949,"-58,3868516",AV. H. YRIGOYEN 2323,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXJV,,
Express - AMBA,456,456 - Proxi San Martin 3960Diamante,-34.710627,"-58,4226108",SAN MARTIN 3960,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,457,457 - Proxi Sarmiento y MorenoGlew,-34.889372,"-58,3853227",SARMIENTO Y M. MORENO,E.Echeverria,segunda_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,MXJV,,
Express - AMBA,458,458 - Proxi C. de Alas 2146Budge,-34.720336,"-58,4628761",CLAUDIO DE ALAS 2146,E.Echeverria,segunda_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,LXJ,,
Express - AMBA,459,459 - Proxi Gral Belgrano 4861Lanus,-34.722082,"-58,3389044",C.GRAL BELGRANO 4861,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,460,460 - Proxi Eva Peron 3330 Lanus E,-34.72113,"-58,3630335",EVA PERON 3330,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,461,461 - Proxi Salta 160 San Jose,-34.762813,"-58,360405",SALTA 160,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,MJV,,
Express - AMBA,462,462 - Proxi 12 Octubre 520 Quilmes,-34.72967,"-58,2639742",Av. 12 de Octubre 520 Quilmes Buenos Aires Arge,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXV,,
Express - AMBA,463,463 - Proxi J.D Peron 2640 V.Alsina,-34.673497,"-58,4062707",J.D. PERON 2640,E.Echeverria,segunda_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXJV,,
Express - AMBA,464,464 - Proxi Av. Peron 5492 La Noria,-34.708788,"-58,4577102",AV. PERON 5492,E.Echeverria,primera_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,MJV,,
Express - AMBA,465,465 - Proxi Av. Mitre 6328 Wilde,-34.704391,"-58,3170712",AV. MITRE 6328,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LMJV,,
Express - AMBA,466,466 - Proxi 29 Septiembre 1880Lanus,-34.705961,"-58,389684",29 DE September 1880,E.Echeverria,primera_ventana,Zona_Express_05_BSAS_GBA_Sureste,Express,LXJV,,
Express - AMBA,468,468 - Proxi J.M Rosas 6956Casanova,-34.704091,"-58,5829318",JUAN M. DE ROSAS 6956,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,MJV,,
Express - AMBA,469,469 - Proxi Fraga 1629 San Miguel,-34.543796,"-58,715272",FRAGA 1629,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,MXJV,,
Express - AMBA,470,470 - Proxi El Payadir 5550 V.Bosch,-34.58866,"-58,5738874",EL PAYADOR 5550,Malvinas,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,MJV,,
Express - AMBA,471,471 - Proxi Av. Luque 6101Laferrere,-34.75017,"-58,5869005",AV. HONORIO LUQUE 6101,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJV,,
Express - AMBA,472,472 - Proxi Jauretche1125Hurlingham,-34.589923,"-58,6330783",JAURETCHE 1125,Malvinas,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXV,,
Express - AMBA,473,473 - Proxi 9 de Julio 46 R. Mejia2,-34.63929,"-58,5650575",9 DE julio 4650,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LMJV,,
Express - AMBA,474,474 - Proxi Echeverri 943 Matera,-34.703474,"-58,7433064",ECHEVERRI 943 951,E.Echeverria,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXV,,
Express - AMBA,475,475 - Proxi Av.de Mayo 1832 R.Mejia,-34.659528,"-58,5622037",AV.DE MAYO 1832,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,MJV,,
Express - AMBA,476,476 - Proxi Chilavert 1912Chilavert,-34.691155,"-58,4818125",CHILAVERT 1912,E.Echeverria,primera_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LJV,,
Express - AMBA,477,477 - Proxi E. Perez 4566 G. Catan,-34.772992,"-58,6453199",E. PEREZ 4566,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LV,,
Express - AMBA,478,478 - Proxi Misiones 6572 Palomar,-34.605405,"-58,5946047",MISIONES 657274,Malvinas,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJV,,
Express - AMBA,479,479 - Proxi Eva Peron 4215 Libertad,-34.69018,"-58,6887395",EVA PERON 1415,E.Echeverria,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXV,,
Express - AMBA,480,480 - Proxi Av. Crovara 875 Crovara,-34.679056,"-58,5097611",AV. CROVARA 875,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJ,,
Express - AMBA,481,481 - Proxi B.S. Mer 1398 Tapiales,-34.697661,"-58,5067248",BOULOGNE S. MER 1398,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LMXJ,,
Express - AMBA,482,482 - Proxi Sullivan 1597 Padua 2,-34.653536,"-58,7142527",SULLIVAN 1597,E.Echeverria,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXV,,
Express - AMBA,483,483 - Proxi Av.Casares 642Castillo,-34.697687,"-58,6256111",AV. C. CASARES 642,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJV,,
Express - AMBA,484,484 - Proxi del Carril 49P.del Rey,-34.657013,"-58,7629616",M. DEL CARRIL 49,Malvinas,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXV,,
Express - AMBA,485,485 - Proxi Av.J.D.Peron 23866Padua,-34.665981,"-58,6987536",AV. J. D. PERON 23866,E.Echeverria,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,MJV,,
Express - AMBA,486,486 - Proxi Av.San Juan 1374,-34.621846,"-58,3851993",AV.SAN JUAN 1374,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MXJV,,
Express - AMBA,487,487 - Proxi La Rioja 2040,-34.634766,"-58,4057719",LA RIOJA 2040,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXJV,,
Express - AMBA,488,488 - Proxi Av. Belgrano 1562,-34.612392,"-58,3882061",AV. BELGRANO 1562,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,489,489 - Proxi Av. Caseros 2423,-34.635327,"-58,3962178",AV. CASEROS 2423,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LMJV,,
Express - AMBA,492,492 - Proxi Pedro Lozano 3150,-34.600715,"-58,4949151",PEDRO LOZANO 3150,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,493,493 - Proxi Charcas 3940,-34.586447,"-58,4192339",CHARCAS 3940,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MXJV,,
Express - AMBA,494,494 - Proxi Fco Segui 1519 G.bourg,-34.485158,"-58,7262154",FCO SEGUI 1519,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,MJV,,
Express - AMBA,495,495 - Proxi Av.14 N?5072Berazategui,-34.760459,"-58,2071006",AV.14 N. 5072,E.Echeverria,primera_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LMJ,,
Express - AMBA,496,496 - Proxi J.Hernandez 130 Ezeiza,-34.854471,"-58,5215092",J.HERNANDEZ 130,E.Echeverria,primera_ventana,Zona_Express_06_BSAS_GBA_SurOeste,Express,MJV,,
Express - AMBA,497,497 - Proxi Av.J.D.Peron 25694Merlo,-34.665269,"-58,7277603",AV. J. D. PERON 25694,E.Echeverria,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXJS,,
Express - AMBA,498,498 - Proxi Luro 6329 Laferrere,-34.752306,"-58,5822237",LURO 6329,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,MJ,,
Express - AMBA,499,499 - Proxi Cristiania 1832Casanova,-34.697546,"-58,6014712",AV. CRISTIANIA 1832,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJV,,
Express - AMBA,521,521 - Proxi Urquiza 4855 Urquiza,-34.60589,"-58,5647678",AV. URQUIZA 4855,Malvinas,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LXJV,,
Express - AMBA,522,522 - Proxi Arieta 2850 San Justo,-34.676232,"-58,5636091",ARIETA 2850,E.Echeverria,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,LMJ,,
Express - AMBA,524,524 - Proxi Irigoyen 746G.Rodriguez,-34.608601,"-58,9537633",BERNARDO IRIGOYEN 746,Malvinas,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,MXJV,,
Express - AMBA,525,525 - Proxi Crisologo Larralde 3721,-34.554988,"-58,4797593",CRISOLOGO LARRALDE 3721,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,526,526 - Proxi Honororio Pueyrredon 925,-34.609789,"-58,4442616",HONORIO PUEYRREDON 925,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,527,527 - Proxi Fray J Sta M de Oro 2121,-34.583025,"-58,4277713",FRY JUSTO SANTA MARIA DE ORO 2121,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,528,528 - Proxi Aguirre 236,-34.599753,"-58,4337071",AGUIRRE 236,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,529,529 - Proxi Viamonte 2296,-34.601091,"-58,3997101",VIAMONTE 2296,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,530,530 - Proxi Rivadavia 6074,-34.624901,"-58,4524906",RIVADAVIA 6074,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
