Categoria,Identificador,Nombre,Latitud,Longitud,Domicilio,CD ORIGEN,Turnos,RUTA,FORMATO,DIAS SUGERIDO,VIAJES,TRANSPORTE
Express - AMBA,531,531 - Proxi Arevalo 1736,-34.580485,"-58,4398252",AREVALO 1736,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,533,533 - Proxi Rosario 85,-34.618244,"-58,4294558",ROSARIO 85,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJV,,
Express - AMBA,534,534 - Proxi Martiniano Leguizamon1576,-34.653207,"-58,5073552",MARTINIANO LEGUIZAMON 1576,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,535,535 - Proxi Murguiondo 4324,-34.677878,"-58,4746349",MURGUIONDO 4324,E.Echeverria,primera_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LXV,,
Express - AMBA,536,536 - Proxi Ricardo Balbin 4189,-34.554793,"-58,4908877",RICARDO BALBIN 4187,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,537,537 - Proxi Charcas 4367,-34.583369,"-58,4235227",CHARCAS 4389,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,538,538 - Proxi Hipolito Yrigoyen 3254,-34.612266,"-58,4127188",HIPOLITO YRIGOYEN 3254,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,539,539 - Proxi Donato Alvarez 837,-34.616698,"-58,4582734",DONATO ALVAREZ 837,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,541,541 - Proxi Maipu 918,-34.597284,"-58,3768362",MAIPU 918,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,542,542 - Proxi Segurola 279,-34.631578,"-58,4855931",SEGUROLA 279,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
Express - AMBA,543,543 - Proxi Olazabal 5179,-34.576894,"-58,4865975",OLAZABAL 5179,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,545,545 - Proxi Libertad 1039,-34.596239,"-58,3841921",LIBERTAD 1043-45,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,546,546 - Proxi Moreno 1902,-34.612743,"-58,3932191",MORENO 1902,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,547,547 - Proxi Av. Dorrego 851,-34.59127,"-58,4469062",AV. DORREGO 851,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJS,,
Express - AMBA,548,548 - Proxi Congreso 5241,-34.570587,"-58,4917259",AV. CONGRESO 5241,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,550,550 - Proxi Sarmiento 3885,-34.605131,"-58,4190917",SARMIENTO 3885,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,551,551 - Proxi Monroe 3576,-34.565122,"-58,4709281",av. MONROE 3576,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - AMBA,552,552 - Proxi Rivadavia 3751,-34.611122,"-58,4189093",RIVADAVIA 3751,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,553,553 - Proxi Cuzco 135,-34.638213,"-58,5277104",CUZCO 135,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXJV,,
Express - AMBA,554,554 - Proxi Chilavert 6280,-34.684949,"-58,4746778",CHILAVERT 6280,E.Echeverria,primera_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LXV,,
Express - AMBA,555,555 - Proxi Guemes 4161,-34.584835,"-58,4190112",GUEMES 4159,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,556,556 - Proxi Grecia 3595,-34.546518,"-58,4631443",GRECIA 3595,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,557,557 - Proxi Arzobispo Espinosa 1187,-34.633561,"-58,3694172",ARZOBISPO ESPINOSA 1187,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,558,558 - Proxi Sarmiento 345,-34.604349,"-58,3723837",SARMIENTO 345,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,559,559 - Proxi Teodoro Garcia 2310,-34.568453,"-58,4446317",TEODORO GARCIA 2310,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,560,560 - Proxi Mitre 1749,-34.607895,"-58,3913255",BARTOLOME MITRE 1751,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,561,561 - Proxi Angel Gallardo 940,-34.606672,"-58,4436661",ANGEL GALLARDO 940,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,562,562 - Proxi San Martin 620,-34.600934,"-58,374102",SAN MARTIN 620,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,563,563 - Proxi Hidalgo 955,-34.608579,"-58,4412199",HIDALGO 955,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,565,565 - Proxi Ecuador 932,-34.598913,"-58,4060059",ECUADOR 932,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,566,566 - Proxi Alvarez Thomas 1996,-34.578871,"-58,4688088",ALVAREZ THOMAS 1996,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,568,568 - Proxi Olazabal 1898,-34.557422,"-58,4536922",OLAZABAL 1898,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,569,569 - Proxi Del Libertador 1140,-34.585767,"-58,3876616",DEL LIBERTADOR 1140,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,570,570 - Proxi Defensa 1400,-34.623907,"-58,3712626",DEFENSA 1400,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LMXJV,,
Express - AMBA,571,571 - Proxi Tacuari 89,-34.609184,"-58,3793896",TACUARI 89,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,572,572 - Proxi Centenera 1282,-34.633932,"-58,4360969",CENTENERA 1282,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,573,573 - Proxi Av. Cordoba 3721,-34.597761,"-58,4195423",CORDOBA 3721,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,574,574 - Proxi Garcia del Rio 3166,-34.549965,"-58,4759009",GARCIA DEL RIO 3166,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,LXV,,
Express - AMBA,575,575 - Proxi Av. Directorio 483,-34.62792,"-58,433066",AV DIRECTORIO 483,E.Echeverria,segunda_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,576,576 - Proxi Nunez 1563,-34.545886,"-58,4596521",NU?EZ 1563,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,577,577 - Proxi Av. Cordoba 2038,-34.599762,"-58,3966363",AV CORDOBA 20368,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,579,579 - Proxi Av. Alte. Brown 795,-34.63225,"-58,3614832",AV ALTE BROWN 795,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,580,580 - Proxi Av. Corrientes 4147,-34.60295,"-58,4233189",AV CORRIENTES 4147,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,581,581 - Proxi Juan Maria Gutierrez 3756,-34.580715,"-58,4128529",JUAN MARIA GUTIERREZ 3759,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,582,582 - Proxi Av. Congreso 4800,-34.567662,"-58,48619",AV CONGRESO 4781,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,583,583 - Proxi Av. De Mayo 1241,-34.609202,"-58,3841586",AV DE MAYO 1241,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,585,585 - Proxi Lima 945,-34.618692,"-58,3819029",LIMA 945,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,586,586 - Proxi San Martin 5930,-34.596094,"-58,5003546",AV SAN MARTIN 5930,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,587,587 - Proxi Rojas 16-18,-34.619153,"-58,4421694",ROJAS 1618,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJV,,
Express - AMBA,588,588 - Proxi San Martin 4685,-34.597616,"-58,4840924",SAN MARTIN 4685,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,589,589 - Proxi Peru 487,-34.613215,"-58,3746716",PERU 487,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,590,590 - Proxi Pena 2544,-34.588788,"-58,4006167",PE?A 2544,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,591,591 - Proxi J.D. Peron 4177,-34.605917,"-58,4253466",JUAN D. PERON 4177,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MXJV,,
Express - AMBA,592,592 - Proxi Echeverria 1420,-34.556817,"-58,4459031",ECHEVERRIA 1420,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LMXJS,,
Express - AMBA,593,593 - Proxi Entre Rios 1192,-34.622508,"-58,3908695",ENTRE RIOS 1192,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,594,594 - Proxi Inclan 2502,-34.629946,"-58,3994258",INCLAN 2502,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,595,595 - Proxi Cosquin 78-80,-34.640676,"-58,5236335",COSQUIN 7880,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,596,596 - Proxi Lacroze 3660,-34.582327,"-58,4522653",LACROZE 3660,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - AMBA,597,597 - Proxi Sanabria 2733,-34.610782,"-58,5066283",SANABRIA 2733,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,598,598 - Proxi Sarmiento 1810,-34.605745,"-58,3929509",SARMIENTO 1810,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,599,599 - Proxi Blanco Encalada 4470,-34.571532,"-58,479774",BLANCO ENCALADA 4470,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,600,600 - Proxi Directorio 3960,-34.640323,"-58,4787709",DIRECTORIO 3960,E.Echeverria,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,604,604 - Proxi Av. Estado de Israel 4684,-34.600239,"-58,4305608",AV ESTADO DE ISRAEL 4684,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,605,605 - Proxi J. B. Alberdi 7071,-34.659352,"-58,512733",J B ALBERDI 7071,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - Interior,606,606 - Proxi Obispo Trejo 1166 CBA,-31.428883,"-64,1909373",OBISPO TREJO 1166,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,607,607 - Proxi Chacabuco 727 CBA,-31.4261,"-64,1837061",CHACABUCO 726,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,608,608 - Proxi Serrano 280,-34.59849,"-58,4452057",SERRANO 280,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,609,609 - Proxi Libertador 4534,-34.566549,"-58,4317517",LIBERTADOR 4534,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - Interior,610,610 - Proxi Pueyrredon 298 CBA,-31.426038,"-64,192965",PUEYRREDON 298,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,613,613 - Proxi Av. Congreso 2774,-34.557118,"-58,4657782",AV CONGRESO 2774,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,614,614 - Proxi Murguiondo 4054,-34.675892,"-58,4769255",MURGUIONDO 4054,E.Echeverria,segunda_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,MJV,,
Express - AMBA,615,615 - Proxi Av. Rivadavia 4702,-34.616177,"-58,4320736",RIVADAVIA 4702,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MXJV,,
Express - AMBA,616,616 - Proxi Rio de Janeiro 71,-34.614637,"-58,4298205",RIO DE JANEIRO 71,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJV,,
Express - AMBA,617,617 - Proxi Av. Monroe 3131,-34.562622,"-58,4669906",AV MONROE 3131,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - AMBA,618,618 - Proxi Bulnes 2751,-34.580392,"-58,4058952",BULNES 2751,Malvinas,segunda_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,619,619 - Proxi Ramos Mejia 1019,-34.603594,"-58,4334791",RAMOS MEJIA 1019,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,621,621 - Proxi Avellaneda 1034,-34.617096,"-58,4447551",AVELLANEDA 1034,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,622,622 - Proxi Boyaca 1082,-34.616434,"-58,4640563",BOYACA 1080,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,623,623 - Proxi Av. Rivadavia 2520,-34.609873,"-58,4025371",RIVADAVIA 2520,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,624,624 - Proxi Av. Nazca 3214,-34.599258,"-58,4914041",NAZCA 3214,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
Express - AMBA,625,625 - Proxi Montiel 1061,-34.651087,"-58,5258704",MONTIEL 1061,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,626,626 - Proxi Ramon L. Falcon 5547,-34.639281,"-58,5051048",RAMON L FALCON 5547,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,627,627 - Proxi Paseo Colon 1179,-34.620857,"-58,368398",PASEO COLON 1179,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MXJV,,
Express - AMBA,628,628 - Proxi Rivadavia 4119,-34.612715,"-58,4244395",RIVADAVIA 4119,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJV,,
Express - AMBA,630,630 - Proxi Araoz 2148,-34.588201,"-58,41914",ARAOZ 2148,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,631,631 - Proxi Lavalle 368,-34.601899,"-58,3718205",LAVALLE 368,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,632,632 - Proxi Amenabar 2702,-34.557944,"-58,4628761",AMENABAR 2702,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,633,633 - Proxi Bolivar 270,-34.611109,"-58,3733922",BOLIVAR 270,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,634,634 - Proxi Moreno 1401,-34.612558,"-58,3865592",MORENO 1401,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MXJV,,
Express - AMBA,636,636 - Proxi Ayacucho 1401,-34.592224,"-58,3945227",AYACUCHO 1401,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,637,637 - Mini San Martin 2218,-34.602301,"-58,5619301",San Martin 2218,Malvinas,primera_ventana,Zona_Express_03_BSAS_GBA_Oeste_1er_Cordon,Express,MXJV,,
Express - AMBA,638,638 - Proxi Av. de Mayo 432 Derqui,-34.490827,"-58,8431597",AV DE MAYO 432,Malvinas,primera_ventana,Zona_Express_01_BSAS_GBA_NorOeste,Express,MJS,,
Express - AMBA,639,639 - Proxi Pedro Goyena 188,-34.625333,"-58,4293431",PEDRO GOYENA 188,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXV,,
Express - AMBA,640,640 - Proxi Boulogne Sur Mer 431,-34.605153,"-58,4069301",BOULOGNE SUR MER 431,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - Interior,641,641 - Proxi Alvear 126 CBA,-31.415113,"-64,1806805",ALVEAR 126,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,642,642 - Proxi General Paz 240 CBA,-31.41243,"-64,18553",GENERAL PAZ 240,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,643,643 - Proxi Segurola 1441,-34.622534,"-58,4964788",SEGUROLA 1441,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
Express - Interior,644,644 - Proxi 25 de mayo 979 CBA,-31.415933,"-64,1697639",25 DE may 0979,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,645,645 - Proxi Drago 287,-34.601484,"-58,4373629",DRAGO 285,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,646,646 - Proxi Baunes 2692,-34.572654,"-58,4897786",BAUNES 2692,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - Interior,648,648 - Proxi Belgrano 54 CBA,-31.415424,"-64,1883087",BELGRANO 54,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - AMBA,649,649 - Proxi Emilio Castro 6815,-34.652115,"-58,5157263",EMILIO CASTRO 6817,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - Interior,650,650 - Proxi San Martin 26 CBA,-31.420835,"-64,4986671",SAN MARTIN 26,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - AMBA,652,652 - Proxi Las Heras 2986,-34.583427,"-58,4039372",AV LAS HERAS 2986,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LMJV,,
Express - AMBA,654,654 - Proxi Hipolito Yrigoyen 1790,-34.610319,"-58,3910841",HIPOLITO YRIGOYEN 1790,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,656,656 - Proxi Viamonte 170,-34.599428,"-58,3701414",VIAMONTE 170,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,657,657 - Proxi Montiel 1718,-34.657362,"-58,5177715",MONTIEL 1718,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,658,658 - Proxi Larrazabal 265,-34.642044,"-58,5141599",LARRAZABAL 265,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,659,659 - Proxi Conesa 999,-34.573087,"-58,4517825",CONESA 999,Malvinas,segunda_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJS,,
Express - AMBA,660,660 - Proxi Juan F Segui 4524,-34.573847,"-58,4204543",JUAN F. SEGUI 4524,Malvinas,segunda_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,661,661 - Proxi Araoz 1140,-34.594485,"-58,4286726",ARAOZ 1140,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,662,662 - Proxi Belgrano 3047,-34.615143,"-58,4090724",BELGRANO 3047,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Express - AMBA,664,664 - Proxi Nogoya 3664,-34.606155,"-58,4974766",NOGOYA 3644,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,LXV,,
Express - AMBA,667,667 - Proxi Av. Directorio 4980,-34.65091,"-58,4903419",AV DIRECTORIO 4980,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,669,669 - Proxi Yapeyu 2059 San Martin,-34.576338,"-58,5347271",YAPEYU 2059,Malvinas,primera_ventana,Zona_Express_02_BSAS_GBA_Norte,Express,XV,,
Express - AMBA,670,670 - Proxi Hidalgo 92,-34.617961,"-58,4381139",HIDALGO 92,E.Echeverria,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJV,,
Express - AMBA,671,671 - Proxi Sucre 2774,-34.566103,"-58,4588635",SUCRE 2774,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,672,672 - Proxi Av. Chilavert 6901,-34.689259,"-58,4796721",AV. CHILAVERT 6901,E.Echeverria,primera_ventana,Zona_Express_07_BSAS_GBA_SurAu25Mayo,Express,LXV,,
Express - AMBA,673,673 - Proxi Carrasco 421,-34.632502,"-58,4909535",Carrasco 421,Malvinas,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
Express - AMBA,674,674 - Proxi Virrey del Pino 2527,-34.567264,"-58,4540497",Virrey del Pino 2527,Malvinas,segunda_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
Express - AMBA,676,676 - Proxi Chile 701,-34.616158,"-58,3759511",Chile 701,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MJV,,
Express - AMBA,677,677 - Proxi Alvarez Jonte 3079,-34.60933,"-58,4857339",Alvarez Jonte 3079,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,678,678 - Proxi Arregui 6399,-34.628379,"-58,5236764",Arregui 6399,Malvinas,segunda_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,LXV,,
Express - AMBA,679,679 - Proxi Scalabrini Ortiz 1396,-34.592484,"-58,4276372",Scalabrini Ortiz 1396,Malvinas,segunda_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJV,,
Express - AMBA,680,680 - Proxi Carhue 1427,-34.654057,"-58,5187626",Carhue 1427,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,682,682 - Proxi Viamonte 702,-34.599963,"-58,3761254",Viamonte 702,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,LXV,,
Express - AMBA,683,683 - Proxi Cramer 2463,-34.561496,"-58,4641421",Cramer 2463,Malvinas,segunda_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,684,684 - Proxi Mexico 1530,-34.615665,"-58,3881819",Mexico 1530,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,MJV,,
Express - AMBA,685,685 - Proxi Pareja 4890,-34.605104,"-58,5234726",Pareja 4890,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - AMBA,686,686 - Proxi J. Agustin Garcia 3202,-34.612707,"-58,4866083",JUAN A GARCIA 3202,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,687,687 - Proxi AV.Alvarez Jonte 1938,-34.603444,"-58,470912",Av. Alvarez Jonte 1938,Malvinas,segunda_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,688,688 - Proxi Av Lope de Vega 19,-34.636721,"-58,4996116",Avenida Lope de Vega 19,E.Echeverria,segunda_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJS,,
